comp_id,employee_id,effective_date,monthly_income,salary_hike_pct,stock_option_level
1583,404,2020-01-01,6393,16.0,0
1582,404,2020-12-31,7352,15.0,0
1581,404,2021-12-31,8235,12.0,0
1580,404,2023-01-01,9470,15.0,0
1579,404,2024-01-01,10228,8.0,0
1578,404,2024-12-31,11864,16.0,0
1577,404,2025-12-31,13525,14.0,1
1584,405,2025-10-22,1420,13.0,0
1591,406,2020-01-01,3630,15.0,0
1590,406,2020-12-31,4030,11.0,0
1589,406,2021-12-31,4634,15.0,0
1588,406,2023-01-01,5422,17.0,0
1587,406,2024-01-01,6398,18.0,0
1586,406,2024-12-31,6974,9.0,1
1585,406,2025-12-31,8020,15.0,2
1593,407,2024-12-31,3125,15.0,1
1592,407,2025-12-31,3688,18.0,2
1598,408,2021-12-31,2781,12.0,0
1597,408,2023-01-01,3365,21.0,0
1596,408,2024-01-01,3937,17.0,0
1595,408,2024-12-31,4646,18.0,0
1594,408,2025-12-31,5482,18.0,1
1605,410,2020-01-01,6203,18.0,0
1604,410,2020-12-31,7443,20.0,0
1603,410,2021-12-31,8411,13.0,0
1602,410,2023-01-01,10177,21.0,0
1601,410,2024-01-01,11602,14.0,0
1600,410,2024-12-31,13458,16.0,0
1599,410,2025-12-31,16015,19.0,0
1606,411,2025-12-31,1200,12.0,0
1613,412,2020-01-01,2120,13.0,0
1612,412,2020-12-31,2395,13.0,0
1611,412,2021-12-31,2754,15.0,0
1610,412,2023-01-01,3360,22.0,0
1609,412,2024-01-01,3932,17.0,0
1608,412,2024-12-31,4757,21.0,0
1607,412,2025-12-31,5661,19.0,0
1620,416,2020-01-01,3514,14.0,0
1619,416,2020-12-31,3970,13.0,0
1618,416,2021-12-31,4328,9.0,0
1617,416,2023-01-01,4977,15.0,0
1616,416,2024-01-01,5624,13.0,0
1615,416,2024-12-31,6242,11.0,0
1614,416,2025-12-31,6929,11.0,1
1627,417,2020-01-01,4306,11.0,1
1626,417,2020-12-31,4823,12.0,1
1625,417,2021-12-31,5498,14.0,1
1624,417,2023-01-01,6323,15.0,2
1623,417,2024-01-01,7145,13.0,3
1622,417,2024-12-31,8216,15.0,3
1621,417,2025-12-31,9613,17.0,3
1634,419,2020-01-01,2414,11.0,0
1633,419,2020-12-31,2825,17.0,0
1632,419,2021-12-31,3164,12.0,0
1631,419,2023-01-01,3733,18.0,0
1630,419,2024-01-01,4181,12.0,0
1629,419,2024-12-31,4934,18.0,1
1628,419,2025-12-31,5674,15.0,1
1641,420,2020-01-01,2686,11.0,0
1640,420,2020-12-31,3008,12.0,0
1639,420,2021-12-31,3339,11.0,0
1638,420,2023-01-01,3940,18.0,0
1637,420,2024-01-01,4413,12.0,0
1636,420,2024-12-31,4811,9.0,1
1635,420,2025-12-31,5484,14.0,1
1648,421,2020-01-01,4510,17.0,0
1647,421,2020-12-31,5322,18.0,0
1646,421,2021-12-31,6333,19.0,0
1645,421,2023-01-01,7220,14.0,0
1644,421,2024-01-01,8736,21.0,0
1643,421,2024-12-31,10309,18.0,1
1642,421,2025-12-31,12061,17.0,1
1654,422,2020-12-31,3248,10.0,0
1653,422,2021-12-31,3801,17.0,0
1652,422,2023-01-01,4143,9.0,0
1651,422,2024-01-01,4681,13.0,1
1650,422,2024-12-31,5009,7.0,1
1649,422,2025-12-31,5660,13.0,1
1660,423,2020-12-31,2893,16.0,0
1659,423,2021-12-31,3212,11.0,0
1658,423,2023-01-01,3726,16.0,0
1657,423,2024-01-01,3949,6.0,0
1656,423,2024-12-31,4304,9.0,0
1655,423,2025-12-31,4821,12.0,1
1663,424,2024-01-01,5065,15.0,0
1662,424,2024-12-31,5723,13.0,0
1661,424,2025-12-31,6410,12.0,0
1670,425,2020-01-01,1981,22.0,1
1669,425,2020-12-31,2318,17.0,1
1668,425,2021-12-31,2712,17.0,1
1667,425,2023-01-01,3228,19.0,1
1666,425,2024-01-01,3873,20.0,1
1665,425,2024-12-31,4415,14.0,1
1664,425,2025-12-31,5210,18.0,1
1673,426,2024-01-01,2039,16.0,0
1672,426,2024-12-31,2284,12.0,0
1671,426,2025-12-31,2695,18.0,1
1680,428,2020-01-01,6080,6.0,0
1679,428,2020-12-31,6871,13.0,0
1678,428,2021-12-31,7901,15.0,0
1677,428,2023-01-01,8533,8.0,0
1676,428,2024-01-01,9728,14.0,0
1675,428,2024-12-31,10701,10.0,1
1674,428,2025-12-31,11878,11.0,2
1687,429,2020-01-01,8358,14.0,0
1686,429,2020-12-31,9110,9.0,0
1685,429,2021-12-31,10113,11.0,0
1684,429,2023-01-01,11832,17.0,0
1683,429,2024-01-01,13133,11.0,0
1682,429,2024-12-31,14972,14.0,0
1681,429,2025-12-31,17068,14.0,0
1694,430,2020-01-01,1000,16.0,0
1693,430,2020-12-31,1200,20.0,0
1692,430,2021-12-31,1356,13.0,0
1691,430,2023-01-01,1560,15.0,0
1690,430,2024-01-01,1794,15.0,0
1689,430,2024-12-31,2063,15.0,0
1688,430,2025-12-31,2455,19.0,0
1701,431,2020-01-01,7022,11.0,0
1700,431,2020-12-31,8075,15.0,0
1699,431,2021-12-31,9286,15.0,0
1698,431,2023-01-01,10400,12.0,0
1697,431,2024-01-01,11544,11.0,0
1696,431,2024-12-31,12468,8.0,0
1695,431,2025-12-31,13964,12.0,0
1708,433,2018-01-17,2338,13.0,0
1707,433,2019-01-17,2782,19.0,0
1706,433,2020-01-17,3060,10.0,0
1705,433,2021-01-17,3336,9.0,0
1704,433,2022-01-17,3836,15.0,0
1703,433,2023-01-17,4297,12.0,0
1702,433,2024-01-17,4941,15.0,0
1713,434,2021-12-31,1789,15.0,0
1712,434,2023-01-01,1932,8.0,0
1711,434,2024-01-01,2068,7.0,0
1710,434,2024-12-31,2212,7.0,0
1709,434,2025-12-31,2478,12.0,0
1720,436,2020-01-01,2854,7.0,0
1719,436,2020-12-31,3111,9.0,0
1718,436,2021-12-31,3577,15.0,0
1717,436,2023-01-01,3828,7.0,0
1716,436,2024-01-01,4402,15.0,0
1715,436,2024-12-31,4710,7.0,0
1714,436,2025-12-31,5228,11.0,0
1726,437,2020-12-31,2834,6.0,0
1725,437,2021-12-31,3203,13.0,0
1724,437,2023-01-01,3459,8.0,0
1723,437,2024-01-01,3701,7.0,0
1722,437,2024-12-31,4034,9.0,0
1721,437,2025-12-31,4478,11.0,0
1733,438,2020-01-01,4386,9.0,3
1732,438,2020-12-31,4693,7.0,3
1731,438,2021-12-31,5115,9.0,3
1730,438,2023-01-01,5473,7.0,3
1729,438,2024-01-01,6239,14.0,3
1728,438,2024-12-31,6738,8.0,3
1727,438,2025-12-31,7547,12.0,3
1740,439,2020-01-01,2095,15.0,0
1739,439,2020-12-31,2388,14.0,0
1738,439,2021-12-31,2818,18.0,0
1737,439,2023-01-01,3156,12.0,0
1736,439,2024-01-01,3693,17.0,0
1735,439,2024-12-31,4358,18.0,0
1734,439,2025-12-31,5055,16.0,0
1744,440,2021-07-11,2557,15.0,0
1743,440,2022-07-11,2838,11.0,0
1742,440,2023-07-11,3065,8.0,0
1741,440,2024-07-10,3464,13.0,0
1751,441,2020-01-01,2881,16.0,0
1750,441,2020-12-31,3083,7.0,0
1749,441,2021-12-31,3576,16.0,0
1748,441,2023-01-01,4148,16.0,1
1747,441,2024-01-01,4604,11.0,2
1746,441,2024-12-31,5111,11.0,2
1745,441,2025-12-31,5775,13.0,2
1758,442,2020-01-01,2715,20.0,0
1757,442,2020-12-31,3204,18.0,0
1756,442,2021-12-31,4005,25.0,0
1755,442,2023-01-01,4886,22.0,1
1754,442,2024-01-01,5863,20.0,1
1753,442,2024-12-31,7212,23.0,1
1752,442,2025-12-31,8943,24.0,1
1765,444,2020-01-01,9027,18.0,0
1764,444,2020-12-31,9930,10.0,0
1763,444,2021-12-31,11221,13.0,0
1762,444,2023-01-01,13128,17.0,0
1761,444,2024-01-01,14572,11.0,0
1760,444,2024-12-31,16758,15.0,1
1759,444,2025-12-31,19272,15.0,1
1767,445,2024-12-10,4439,12.0,0
1766,445,2025-12-10,5238,18.0,0
1774,446,2020-01-01,2174,10.0,0
1773,446,2020-12-31,2565,18.0,0
1772,446,2021-12-31,2924,14.0,0
1771,446,2023-01-01,3217,10.0,0
1770,446,2024-01-01,3603,12.0,0
1769,446,2024-12-31,4107,14.0,0
1768,446,2025-12-31,4682,14.0,0
1778,447,2023-01-01,13502,8.0,0
1777,447,2024-01-01,14988,11.0,0
1776,447,2024-12-31,16486,10.0,0
1775,447,2025-12-31,18300,11.0,1
1785,448,2020-01-01,3003,11.0,0
1784,448,2020-12-31,3273,9.0,0
1783,448,2021-12-31,3666,12.0,0
1782,448,2023-01-01,3849,5.0,1
1781,448,2024-01-01,4118,7.0,1
1780,448,2024-12-31,4736,15.0,1
1779,448,2025-12-31,5257,11.0,1
1791,449,2020-12-31,3573,9.0,0
1790,449,2021-12-31,3894,9.0,0
1789,449,2023-01-01,4439,14.0,0
1788,449,2024-01-01,4972,12.0,0
1787,449,2024-12-31,5619,13.0,0
1786,449,2025-12-31,6349,13.0,1
1796,450,2021-12-31,3099,12.0,0
1795,450,2023-01-01,3564,15.0,0
1794,450,2024-01-01,4063,14.0,0
1793,450,2024-12-31,4347,7.0,0
1792,450,2025-12-31,4869,12.0,0
1798,451,2024-12-31,8608,14.0,1
1797,451,2025-12-31,9985,16.0,1
1805,452,2020-01-01,1762,16.0,0
1804,452,2020-12-31,1991,13.0,0
1803,452,2021-12-31,2329,17.0,0
1802,452,2023-01-01,2585,11.0,1
1801,452,2024-01-01,2870,11.0,1
1800,452,2024-12-31,3243,13.0,1
1799,452,2025-12-31,3697,14.0,2
1810,453,2021-12-31,3423,26.0,2
1809,453,2023-01-01,4210,23.0,2
1808,453,2024-01-01,5010,19.0,3
1807,453,2024-12-31,6112,22.0,3
1806,453,2025-12-31,7457,22.0,3
1817,454,2019-07-12,1256,15.0,0
1816,454,2020-07-11,1344,7.0,0
1815,454,2021-07-11,1411,5.0,0
1814,454,2022-07-12,1566,11.0,0
1813,454,2023-07-12,1801,15.0,0
1812,454,2024-07-11,1909,6.0,0
1811,454,2025-07-11,2119,11.0,0
1821,455,2023-01-01,2556,12.0,0
1820,455,2024-01-01,3067,20.0,0
1819,455,2024-12-31,3404,11.0,0
1818,455,2025-12-31,3983,17.0,0
1828,456,2020-01-01,3076,12.0,0
1827,456,2020-12-31,3445,12.0,0
1826,456,2021-12-31,3893,13.0,1
1825,456,2023-01-01,4516,16.0,1
1824,456,2024-01-01,4967,10.0,1
1823,456,2024-12-31,5414,9.0,2
1822,456,2025-12-31,6118,13.0,3
1835,458,2020-01-01,2289,14.0,0
1834,458,2020-12-31,2793,22.0,0
1833,458,2021-12-31,3407,22.0,0
1832,458,2023-01-01,4089,20.0,0
1831,458,2024-01-01,4702,15.0,0
1830,458,2024-12-31,5266,12.0,0
1829,458,2025-12-31,6214,18.0,1
1842,460,2020-01-01,2519,11.0,0
1841,460,2020-12-31,2922,16.0,0
1840,460,2021-12-31,3360,15.0,0
1839,460,2023-01-01,3965,18.0,1
1838,460,2024-01-01,4758,20.0,1
1837,460,2024-12-31,5472,15.0,1
1836,460,2025-12-31,6347,16.0,2
1849,461,2020-01-01,5687,17.0,0
1848,461,2020-12-31,6597,16.0,0
1847,461,2021-12-31,7322,11.0,0
1846,461,2023-01-01,8421,15.0,0
1845,461,2024-01-01,9179,9.0,1
1844,461,2024-12-31,10096,10.0,1
1843,461,2025-12-31,11510,14.0,1
1856,462,2020-01-01,3724,18.0,0
1855,462,2020-12-31,4096,10.0,0
1854,462,2021-12-31,4424,8.0,0
1853,462,2023-01-01,4999,13.0,0
1852,462,2024-01-01,5449,9.0,0
1851,462,2024-12-31,6266,15.0,0
1850,462,2025-12-31,7143,14.0,0
1863,463,2020-01-01,3943,18.0,1
1862,463,2020-12-31,4338,10.0,2
1861,463,2021-12-31,4858,12.0,2
1860,463,2023-01-01,5684,17.0,2
1859,463,2024-01-01,6593,16.0,2
1858,463,2024-12-31,7253,10.0,2
1857,463,2025-12-31,8268,14.0,2
1870,464,2020-01-01,3663,7.0,0
1869,464,2020-12-31,3992,9.0,0
1868,464,2021-12-31,4671,17.0,0
1867,464,2023-01-01,5418,16.0,0
1866,464,2024-01-01,6340,17.0,0
1865,464,2024-12-31,7164,13.0,0
1864,464,2025-12-31,8095,13.0,0
1875,465,2021-12-31,1880,15.0,1
1874,465,2023-01-01,2143,14.0,1
1873,465,2024-01-01,2379,11.0,1
1872,465,2024-12-31,2593,9.0,2
1871,465,2025-12-31,2904,12.0,2
1881,466,2020-12-31,3115,9.0,0
1880,466,2021-12-31,3396,9.0,0
1879,466,2023-01-01,3735,10.0,0
1878,466,2024-01-01,4408,18.0,0
1877,466,2024-12-31,5245,19.0,0
1876,466,2025-12-31,6032,15.0,0
1882,467,2025-12-31,2976,19.0,0
1884,468,2024-12-31,14028,18.0,0
1883,468,2025-12-31,15992,14.0,0
1889,469,2021-12-31,2955,12.0,0
1888,469,2023-01-01,3280,11.0,0
1887,469,2024-01-01,3641,11.0,0
1886,469,2024-12-31,4078,12.0,0
1885,469,2025-12-31,4649,14.0,1
1893,470,2023-01-01,2082,9.0,0
1892,470,2024-01-01,2249,8.0,0
1891,470,2024-12-31,2429,8.0,1
1890,470,2025-12-31,2696,11.0,1
1900,471,2020-01-01,1235,16.0,1
1899,471,2020-12-31,1371,11.0,1
1898,471,2021-12-31,1508,10.0,1
1897,471,2023-01-01,1629,8.0,1
1896,471,2024-01-01,1808,11.0,1
1895,471,2024-12-31,2097,16.0,1
1894,471,2025-12-31,2370,13.0,1
1901,473,2025-12-31,12504,21.0,1
1908,474,2020-01-01,3118,17.0,0
1907,474,2020-12-31,3367,8.0,0
1906,474,2021-12-31,3636,8.0,1
1905,474,2023-01-01,4145,14.0,1
1904,474,2024-01-01,4850,17.0,2
1903,474,2024-12-31,5287,9.0,2
1902,474,2025-12-31,5974,13.0,2
1911,475,2024-01-01,3952,16.0,0
1910,475,2024-12-31,4229,7.0,1
1909,475,2025-12-31,4736,12.0,1
1918,476,2020-01-01,2355,11.0,0
1917,476,2020-12-31,2638,12.0,0
1916,476,2021-12-31,3165,20.0,0
1915,476,2023-01-01,3608,14.0,0
1914,476,2024-01-01,4042,12.0,1
1913,476,2024-12-31,4526,12.0,1
1912,476,2025-12-31,5296,17.0,1
1920,477,2024-12-31,5513,22.0,0
1919,477,2025-12-31,6781,23.0,0
1924,478,2021-10-05,1622,7.0,0
1923,478,2022-10-05,1703,5.0,0
1922,478,2023-10-05,1959,15.0,0
1921,478,2024-10-04,2174,11.0,0
1926,479,2024-12-31,5785,12.0,0
1925,479,2025-12-31,6653,15.0,0
1933,481,2020-01-01,6062,10.0,0
1932,481,2020-12-31,6486,7.0,0
1931,481,2021-12-31,7135,10.0,0
1930,481,2023-01-01,7563,6.0,0
1929,481,2024-01-01,8016,6.0,0
1928,481,2024-12-31,8738,9.0,0
1927,481,2025-12-31,9699,11.0,1
1937,482,2023-01-01,5267,12.0,0
1936,482,2024-01-01,5741,9.0,0
1935,482,2024-12-31,6086,6.0,0
1934,482,2025-12-31,6755,11.0,0
1944,483,2020-01-01,1321,12.0,0
1943,483,2020-12-31,1427,8.0,0
1942,483,2021-12-31,1526,7.0,0
1941,483,2023-01-01,1648,8.0,0
1940,483,2024-01-01,1813,10.0,0
1939,483,2024-12-31,1958,8.0,1
1938,483,2025-12-31,2213,13.0,1
1948,484,2023-01-01,1381,23.0,0
1947,484,2024-01-01,1671,21.0,0
1946,484,2024-12-31,2105,26.0,0
1945,484,2025-12-31,2610,24.0,0
1950,485,2023-03-22,2523,9.0,0
1949,485,2024-03-21,2851,13.0,0
1956,486,2020-12-31,1311,21.0,0
1955,486,2021-12-31,1521,16.0,0
1954,486,2023-01-01,1871,23.0,0
1953,486,2024-01-01,2320,24.0,0
1952,486,2024-12-31,2877,24.0,0
1951,486,2025-12-31,3452,20.0,1
1958,487,2024-12-31,4612,11.0,0
1957,487,2025-12-31,5258,14.0,0
1965,488,2018-02-27,3353,20.0,0
1964,488,2019-02-27,4057,21.0,0
1963,488,2020-02-27,4950,22.0,0
1962,488,2021-02-27,5791,17.0,0
1961,488,2022-02-27,6776,17.0,0
1960,488,2023-02-27,7928,17.0,0
1959,488,2024-02-27,9355,18.0,0
1970,491,2021-12-31,6162,13.0,0
1969,491,2023-01-01,6901,12.0,0
1968,491,2024-01-01,7936,15.0,0
1967,491,2024-12-31,9127,15.0,0
1966,491,2025-12-31,10496,15.0,0
1977,492,2019-11-12,3448,16.0,0
1976,492,2020-11-11,3724,8.0,0
1975,492,2021-11-11,4022,8.0,1
1974,492,2022-11-12,4384,9.0,1
1973,492,2023-11-12,5041,15.0,2
1972,492,2024-11-11,5696,13.0,2
1971,492,2025-11-11,6380,12.0,2
1980,493,2024-01-01,2064,10.0,0
1979,493,2024-12-31,2291,11.0,0
1978,493,2025-12-31,2657,16.0,0
1982,494,2024-09-09,2362,10.0,0
1981,494,2025-09-09,2716,15.0,0
1986,495,2023-01-01,1375,14.0,0
1985,495,2024-01-01,1594,16.0,0
1984,495,2024-12-31,1897,19.0,0
1983,495,2025-12-31,2201,16.0,0
1988,496,2024-12-31,5496,14.0,0
1987,496,2025-12-31,6540,19.0,0
1994,497,2020-12-31,2395,5.0,0
1993,497,2021-12-31,2562,7.0,0
1992,497,2023-01-01,2818,10.0,0
1991,497,2024-01-01,3213,14.0,1
1990,497,2024-12-31,3438,7.0,1
1989,497,2025-12-31,3816,11.0,1
2001,498,2020-01-01,2215,16.0,0
2000,498,2020-12-31,2547,15.0,0
1999,498,2021-12-31,3057,20.0,0
1998,498,2023-01-01,3454,13.0,0
1997,498,2024-01-01,3972,15.0,0
1996,498,2024-12-31,4528,14.0,0
1995,498,2025-12-31,5253,16.0,0
2007,499,2020-12-31,4160,19.0,0
2006,499,2021-12-31,5033,21.0,0
2005,499,2023-01-01,6141,22.0,0
2004,499,2024-01-01,7369,20.0,0
2003,499,2024-12-31,8843,20.0,0
2002,499,2025-12-31,10965,24.0,0
2014,500,2020-01-01,3147,11.0,0
2013,500,2020-12-31,3336,6.0,0
2012,500,2021-12-31,3536,6.0,0
2011,500,2023-01-01,3995,13.0,0
2010,500,2024-01-01,4235,6.0,1
2009,500,2024-12-31,4447,5.0,1
2008,500,2025-12-31,4936,11.0,1
2017,501,2024-01-01,2009,17.0,1
2016,501,2024-12-31,2250,12.0,1
2015,501,2025-12-31,2543,13.0,1
2023,502,2019-07-21,3012,14.0,0
2022,502,2020-07-20,3343,11.0,0
2021,502,2021-07-21,3644,9.0,0
2020,502,2022-07-21,4117,13.0,0
2019,502,2023-07-21,4694,14.0,0
2018,502,2024-07-20,5304,13.0,0
2029,505,2020-12-31,10258,16.0,0
2028,505,2021-12-31,11079,8.0,0
2027,505,2023-01-01,12408,12.0,0
2026,505,2024-01-01,13525,9.0,0
2025,505,2024-12-31,14742,9.0,0
2024,505,2025-12-31,16659,13.0,0
2035,507,2020-12-31,2419,6.0,1
2034,507,2021-12-31,2734,13.0,1
2033,507,2023-01-01,3117,14.0,1
2032,507,2024-01-01,3522,13.0,1
2031,507,2024-12-31,3804,8.0,1
2030,507,2025-12-31,4260,12.0,1
2037,508,2024-12-31,2098,13.0,1
2036,508,2025-12-31,2476,18.0,1
2044,510,2019-11-02,1058,23.0,0
2043,510,2020-11-01,1312,24.0,0
2042,510,2021-11-01,1548,18.0,0
2041,510,2022-11-02,1796,16.0,0
2040,510,2023-11-02,2155,20.0,0
2039,510,2024-11-01,2543,18.0,0
2038,510,2025-11-01,3102,22.0,0
2047,511,2024-01-01,1712,17.0,1
2046,511,2024-12-31,1986,16.0,1
2045,511,2025-12-31,2244,13.0,1
2054,513,2020-01-01,3996,16.0,0
2053,513,2020-12-31,4356,9.0,0
2052,513,2021-12-31,4704,8.0,0
2051,513,2023-01-01,5127,9.0,1
2050,513,2024-01-01,5845,14.0,1
2049,513,2024-12-31,6722,15.0,2
2048,513,2025-12-31,7596,13.0,2
2056,514,2024-04-22,1858,20.0,0
2055,514,2025-04-22,2285,23.0,0
2063,515,2020-01-01,1595,13.0,0
2062,515,2020-12-31,1771,11.0,0
2061,515,2021-12-31,2036,15.0,0
2060,515,2023-01-01,2301,13.0,0
2059,515,2024-01-01,2508,9.0,1
2058,515,2024-12-31,2709,8.0,1
2057,515,2025-12-31,3034,12.0,1
2069,516,2020-12-31,3368,14.0,0
2068,516,2021-12-31,3705,10.0,0
2067,516,2023-01-01,4150,12.0,0
2066,516,2024-01-01,4399,6.0,1
2065,516,2024-12-31,5103,16.0,1
2064,516,2025-12-31,5715,12.0,2
2075,517,2020-12-31,1249,17.0,0
2074,517,2021-12-31,1423,14.0,0
2073,517,2023-01-01,1665,17.0,0
2072,517,2024-01-01,1882,13.0,0
2071,517,2024-12-31,2221,18.0,1
2070,517,2025-12-31,2576,16.0,1
2077,518,2024-12-31,3747,9.0,0
2076,518,2025-12-31,4197,12.0,0
2084,520,2020-01-01,8969,5.0,0
2083,520,2020-12-31,10135,13.0,1
2082,520,2021-12-31,10642,5.0,1
2081,520,2023-01-01,11387,7.0,1
2080,520,2024-01-01,12070,6.0,1
2079,520,2024-12-31,12915,7.0,1
2078,520,2025-12-31,14336,11.0,1
2086,521,2024-12-31,2826,23.0,0
2085,521,2025-12-31,3448,22.0,1
2091,522,2021-12-31,12335,10.0,0
2090,522,2023-01-01,13938,13.0,0
2089,522,2024-01-01,15472,11.0,0
2088,522,2024-12-31,17483,13.0,1
2087,522,2025-12-31,19406,11.0,1
2095,523,2023-01-01,4118,16.0,0
2094,523,2024-01-01,4818,17.0,0
2093,523,2024-12-31,5685,18.0,0
2092,523,2025-12-31,6538,15.0,1
2102,524,2020-01-01,2305,6.0,0
2101,524,2020-12-31,2490,8.0,0
2100,524,2021-12-31,2838,14.0,0
2099,524,2023-01-01,3207,13.0,0
2098,524,2024-01-01,3560,11.0,1
2097,524,2024-12-31,3845,8.0,1
2096,524,2025-12-31,4306,12.0,1
2106,525,2023-01-01,1330,22.0,0
2105,525,2024-01-01,1542,16.0,0
2104,525,2024-12-31,1882,22.0,1
2103,525,2025-12-31,2258,20.0,1
2112,526,2020-12-31,2571,14.0,0
2111,526,2021-12-31,2777,8.0,0
2110,526,2023-01-01,3194,15.0,0
2109,526,2024-01-01,3673,15.0,0
2108,526,2024-12-31,3967,8.0,0
2107,526,2025-12-31,4522,14.0,0
2118,527,2020-12-31,2896,5.0,0
2117,527,2021-12-31,3156,9.0,0
2116,527,2023-01-01,3377,7.0,0
2115,527,2024-01-01,3850,14.0,0
2114,527,2024-12-31,4042,5.0,0
2113,527,2025-12-31,4487,11.0,0
2125,529,2020-01-01,2121,17.0,2
2124,529,2020-12-31,2376,12.0,2
2123,529,2021-12-31,2613,10.0,2
2122,529,2023-01-01,2901,11.0,2
2121,529,2024-01-01,3394,17.0,2
2120,529,2024-12-31,3869,14.0,2
2119,529,2025-12-31,4449,15.0,2
2130,530,2021-12-31,1373,14.0,1
2129,530,2023-01-01,1538,12.0,1
2128,530,2024-01-01,1707,11.0,1
2127,530,2024-12-31,1980,16.0,1
2126,530,2025-12-31,2218,12.0,1
2137,531,2020-01-01,9236,13.0,0
2136,531,2020-12-31,10899,18.0,0
2135,531,2021-12-31,12316,13.0,0
2134,531,2023-01-01,13424,9.0,1
2133,531,2024-01-01,15035,12.0,1
2132,531,2024-12-31,16839,12.0,1
2131,531,2025-12-31,19197,14.0,1
2144,532,2020-01-01,7138,6.0,0
2143,532,2020-12-31,7781,9.0,0
2142,532,2021-12-31,8792,13.0,0
2141,532,2023-01-01,9583,9.0,0
2140,532,2024-01-01,11021,15.0,1
2139,532,2024-12-31,11903,8.0,2
2138,532,2025-12-31,13212,11.0,3
2150,533,2020-12-31,3876,10.0,0
2149,533,2021-12-31,4264,10.0,0
2148,533,2023-01-01,4520,6.0,0
2147,533,2024-01-01,5152,14.0,0
2146,533,2024-12-31,5925,15.0,0
2145,533,2025-12-31,6577,11.0,0
2157,534,2020-01-01,3452,12.0,0
2156,534,2020-12-31,3832,11.0,0
2155,534,2021-12-31,4483,17.0,0
2154,534,2023-01-01,5335,19.0,0
2153,534,2024-01-01,6402,20.0,1
2152,534,2024-12-31,7234,13.0,1
2151,534,2025-12-31,8392,16.0,1
2164,536,2020-01-01,2211,7.0,0
2163,536,2020-12-31,2432,10.0,0
2162,536,2021-12-31,2748,13.0,0
2161,536,2023-01-01,3187,16.0,0
2160,536,2024-01-01,3634,14.0,0
2159,536,2024-12-31,4070,12.0,0
2158,536,2025-12-31,4558,12.0,1
2167,538,2023-05-13,3102,13.0,0
2166,538,2024-05-12,3567,15.0,1
2165,538,2025-05-12,4031,13.0,1
2173,543,2020-12-31,4293,14.0,0
2172,543,2021-12-31,5066,18.0,0
2171,543,2023-01-01,5674,12.0,0
2170,543,2024-01-01,6355,12.0,0
2169,543,2024-12-31,6990,10.0,0
2168,543,2025-12-31,7969,14.0,0
2176,544,2024-01-01,1843,22.0,2
2175,544,2024-12-31,2193,19.0,2
2174,544,2025-12-31,2654,21.0,2
2182,546,2020-12-31,9504,14.0,0
2181,546,2021-12-31,11024,16.0,0
2180,546,2023-01-01,11906,8.0,0
2179,546,2024-01-01,13692,15.0,0
2178,546,2024-12-31,14650,7.0,0
2177,546,2025-12-31,16555,13.0,0
2188,547,2020-12-31,2474,7.0,0
2187,547,2021-12-31,2845,15.0,0
2186,547,2023-01-01,3215,13.0,0
2185,547,2024-01-01,3600,12.0,1
2184,547,2024-12-31,4105,14.0,1
2183,547,2025-12-31,4556,11.0,1
2194,548,2020-12-31,2351,14.0,0
2193,548,2021-12-31,2844,21.0,0
2192,548,2023-01-01,3328,17.0,0
2191,548,2024-01-01,4127,24.0,0
2190,548,2024-12-31,5076,23.0,0
2189,548,2025-12-31,6091,20.0,0
2201,549,2020-01-01,10390,9.0,0
2200,549,2020-12-31,10909,5.0,0
2199,549,2021-12-31,12327,13.0,0
2198,549,2023-01-01,14053,14.0,0
2197,549,2024-01-01,15599,11.0,0
2196,549,2024-12-31,17627,13.0,0
2195,549,2025-12-31,19566,11.0,0
2208,550,2020-01-01,2400,11.0,0
2207,550,2020-12-31,2712,13.0,0
2206,550,2021-12-31,3200,18.0,0
2205,550,2023-01-01,3456,8.0,0
2204,550,2024-01-01,3836,11.0,0
2203,550,2024-12-31,4219,10.0,0
2202,550,2025-12-31,4810,14.0,1
2215,551,2020-01-01,2678,13.0,0
2214,551,2020-12-31,3052,14.0,0
2213,551,2021-12-31,3236,6.0,0
2212,551,2023-01-01,3527,9.0,1
2211,551,2024-01-01,3844,9.0,2
2210,551,2024-12-31,4075,6.0,2
2209,551,2025-12-31,4523,11.0,3
2221,554,2019-07-17,1539,20.0,0
2220,554,2020-07-16,1754,14.0,0
2219,554,2021-07-17,2000,14.0,0
2218,554,2022-07-17,2320,16.0,0
2217,554,2023-07-17,2760,19.0,0
2216,554,2024-07-16,3202,16.0,0
2224,555,2022-06-08,1718,15.0,0
2223,555,2023-06-08,2027,18.0,0
2222,555,2024-06-07,2351,16.0,1
2226,556,2024-12-31,1384,17.0,0
2225,556,2025-12-31,1702,23.0,1
2233,558,2020-01-01,8601,10.0,0
2232,558,2020-12-31,9461,10.0,0
2231,558,2021-12-31,10597,12.0,0
2230,558,2023-01-01,11974,13.0,0
2229,558,2024-01-01,14130,18.0,0
2228,558,2024-12-31,15825,12.0,0
2227,558,2025-12-31,18041,14.0,0
2237,560,2023-01-01,1591,22.0,1
2236,560,2024-01-01,1877,18.0,1
2235,560,2024-12-31,2366,26.0,2
2234,560,2025-12-31,2886,22.0,2
2243,562,2020-12-31,1112,15.0,1
2242,562,2021-12-31,1312,18.0,1
2241,562,2023-01-01,1430,9.0,1
