review_id,employee_id,review_date,performance_rating,job_satisfaction,environment_satisfaction,work_life_balance,overtime_flag,manager_id
1883,517,2020-12-28,3,1,3,4,No,1035.0
1882,517,2021-12-28,3,1,1,4,Yes,1035.0
1881,517,2022-12-18,3,1,3,2,Yes,1035.0
1880,517,2023-12-18,3,1,3,3,No,1035.0
1879,517,2024-12-31,3,1,2,4,Yes,1035.0
1878,517,2025-12-27,3,1,2,3,No,1035.0
1885,518,2024-12-16,3,1,2,2,Yes,601.0
1884,518,2025-12-14,3,2,3,2,Yes,601.0
1891,520,2020-12-12,3,3,1,2,No,80.0
1890,520,2021-12-20,3,2,1,4,No,80.0
1889,520,2022-12-27,3,1,1,4,No,80.0
1888,520,2023-12-29,3,2,1,2,No,80.0
1887,520,2024-12-14,3,3,1,2,No,80.0
1886,520,2025-12-12,3,2,1,3,No,80.0
1893,521,2024-12-20,4,2,3,3,No,1263.0
1892,521,2025-12-24,4,3,2,3,No,1263.0
1898,522,2021-12-28,3,2,1,2,No,825.0
1897,522,2022-12-29,3,1,1,2,No,825.0
1896,522,2023-12-14,3,1,1,3,No,825.0
1895,522,2024-12-21,3,1,2,2,No,825.0
1894,522,2025-12-11,3,1,1,2,No,825.0
1902,523,2022-12-15,3,3,3,4,No,862.0
1901,523,2023-12-21,3,4,2,2,No,862.0
1900,523,2024-12-15,3,4,3,4,Yes,862.0
1899,523,2025-12-31,3,3,3,3,No,862.0
1908,524,2020-12-15,3,1,3,2,No,1283.0
1907,524,2021-12-29,3,1,1,1,No,1283.0
1906,524,2022-12-27,3,1,2,1,No,1283.0
1905,524,2023-12-25,3,1,3,2,No,1283.0
1904,524,2024-12-14,3,2,1,1,No,1283.0
1903,524,2025-12-24,3,1,2,1,No,1283.0
1912,525,2022-12-13,4,3,4,2,No,999.0
1911,525,2023-12-28,4,4,4,3,No,999.0
1910,525,2024-12-17,4,4,4,4,Yes,999.0
1909,525,2025-12-26,4,4,4,3,No,999.0
1918,526,2020-12-28,3,4,3,3,Yes,372.0
1917,526,2021-12-13,3,3,4,4,Yes,372.0
1916,526,2022-12-15,3,3,3,3,No,372.0
1915,526,2023-12-23,3,2,4,4,Yes,372.0
1914,526,2024-12-16,3,3,3,2,No,372.0
1913,526,2025-12-13,3,3,3,3,Yes,372.0
1924,527,2020-12-21,3,4,3,3,Yes,840.0
1923,527,2021-12-13,3,4,3,4,No,840.0
1922,527,2022-12-15,3,4,1,4,No,840.0
1921,527,2023-12-15,3,4,1,3,Yes,840.0
1920,527,2024-12-27,3,4,2,2,Yes,840.0
1919,527,2025-12-15,3,4,2,3,Yes,840.0
1930,529,2020-12-15,3,4,2,4,Yes,447.0
1929,529,2021-12-11,3,4,1,4,Yes,447.0
1928,529,2022-12-18,3,2,1,4,No,447.0
1927,529,2023-12-17,3,4,1,4,No,447.0
1926,529,2024-12-22,3,4,2,2,Yes,447.0
1925,529,2025-12-11,3,3,2,3,Yes,447.0
1935,530,2021-12-12,3,1,4,3,No,997.0
1934,530,2022-12-22,3,1,4,2,Yes,997.0
1933,530,2023-12-26,3,1,4,2,No,997.0
1932,530,2024-12-18,3,1,4,4,No,997.0
1931,530,2025-12-14,3,1,4,3,No,997.0
1941,531,2020-12-31,3,2,3,4,No,1338.0
1940,531,2021-12-26,3,2,2,2,Yes,1338.0
1939,531,2022-12-31,3,2,2,3,Yes,1338.0
1938,531,2023-12-19,3,3,3,3,No,1338.0
1937,531,2024-12-24,3,2,1,4,Yes,1338.0
1936,531,2025-12-16,3,3,2,3,Yes,1338.0
1947,532,2020-12-11,3,1,2,3,No,131.0
1946,532,2021-12-12,3,1,2,3,No,131.0
1945,532,2022-12-31,3,1,3,1,No,131.0
1944,532,2023-12-20,3,1,3,3,No,131.0
1943,532,2024-12-31,3,2,4,1,Yes,131.0
1942,532,2025-12-31,3,1,3,2,No,131.0
1953,533,2020-12-29,3,3,2,2,Yes,1319.0
1952,533,2021-12-28,3,3,2,3,No,1319.0
1951,533,2022-12-18,3,3,3,3,No,1319.0
1950,533,2023-12-19,3,3,3,3,No,1319.0
1949,533,2024-12-30,3,4,1,4,Yes,1319.0
1948,533,2025-12-30,3,3,2,3,No,1319.0
1959,534,2020-12-16,3,1,2,2,Yes,1716.0
1958,534,2021-12-23,3,1,1,3,No,1716.0
1957,534,2022-12-27,3,2,1,3,No,1716.0
1956,534,2023-12-31,3,1,3,3,No,1716.0
1955,534,2024-12-20,3,1,2,4,No,1716.0
1954,534,2025-12-30,3,1,2,3,No,1716.0
1965,536,2020-12-21,3,1,4,4,No,1608.0
1964,536,2021-12-12,3,2,4,2,No,1608.0
1963,536,2022-12-29,3,1,4,2,No,1608.0
1962,536,2023-12-18,3,2,4,4,No,1608.0
1961,536,2024-12-19,3,1,2,4,Yes,1608.0
1960,536,2025-12-23,3,1,3,3,No,1608.0
1968,538,2023-05-07,3,1,2,3,No,1666.0
1967,538,2024-04-28,3,2,1,4,No,1666.0
1966,538,2025-05-08,3,1,1,3,No,1666.0
1974,543,2020-12-18,3,3,3,2,Yes,867.0
1973,543,2021-12-16,3,4,4,4,Yes,867.0
1972,543,2022-12-29,3,3,4,2,Yes,867.0
1971,543,2023-12-28,3,3,4,4,Yes,867.0
1970,543,2024-12-25,3,3,4,4,No,867.0
1969,543,2025-12-27,3,3,4,3,Yes,867.0
1977,544,2023-12-25,4,3,2,2,Yes,999.0
1976,544,2024-12-20,4,4,1,2,No,999.0
1975,544,2025-12-16,4,4,1,2,No,999.0
1983,546,2020-12-12,3,4,4,1,No,374.0
1982,546,2021-12-24,3,4,3,1,No,374.0
1981,546,2022-12-16,3,4,3,2,No,374.0
1980,546,2023-12-23,3,4,4,1,No,374.0
1979,546,2024-12-15,3,4,4,1,Yes,374.0
1978,546,2025-12-22,3,4,4,1,No,374.0
1989,547,2020-12-15,3,3,2,2,No,1941.0
1988,547,2021-12-13,3,2,2,3,No,1941.0
1987,547,2022-12-19,3,3,1,2,No,1941.0
1986,547,2023-12-25,3,4,1,4,Yes,1941.0
1985,547,2024-12-29,3,3,1,2,No,1941.0
1984,547,2025-12-23,3,3,1,3,No,1941.0
1995,548,2020-12-13,3,4,2,2,No,1360.0
1994,548,2021-12-11,4,4,2,3,No,1360.0
1993,548,2022-12-14,3,4,4,2,No,1360.0
1992,548,2023-12-17,3,4,4,3,Yes,1360.0
1991,548,2024-12-24,4,4,3,2,No,1360.0
1990,548,2025-12-28,4,4,3,3,No,1360.0
2001,549,2020-12-16,3,2,1,2,No,
2000,549,2021-12-27,3,1,2,1,No,
1999,549,2022-12-12,3,2,2,1,No,
1998,549,2023-12-14,3,2,2,1,No,
1997,549,2024-12-29,3,1,2,2,No,
1996,549,2025-12-23,3,1,1,1,No,
2007,550,2020-12-30,3,2,2,2,No,2034.0
2006,550,2021-12-28,3,4,3,2,No,2034.0
2005,550,2022-12-17,3,4,2,3,No,2034.0
2004,550,2023-12-29,3,4,3,3,No,2034.0
2003,550,2024-12-30,3,2,3,2,No,2034.0
2002,550,2025-12-11,3,3,3,2,No,2034.0
2013,551,2020-12-11,3,4,3,4,No,372.0
2012,551,2021-12-19,3,4,3,4,Yes,372.0
2011,551,2022-12-30,3,3,4,3,No,372.0
2010,551,2023-12-14,3,4,4,4,No,372.0
2009,551,2024-12-25,3,4,4,4,No,372.0
2008,551,2025-12-21,3,4,4,4,No,372.0
2019,554,2019-06-30,3,2,1,2,No,1869.0
2018,554,2020-07-04,3,2,1,3,Yes,1869.0
2017,554,2021-07-05,3,3,1,2,Yes,1869.0
2016,554,2022-07-13,3,2,1,4,Yes,1869.0
2015,554,2023-07-10,3,1,1,2,Yes,1869.0
2014,554,2024-06-30,3,2,1,3,Yes,1869.0
2022,555,2022-06-04,3,2,3,3,Yes,580.0
2021,555,2023-06-03,3,4,3,1,Yes,580.0
2020,555,2024-05-26,3,3,4,2,No,580.0
2024,556,2024-12-15,4,4,3,4,Yes,1128.0
2023,556,2025-12-14,4,4,4,3,Yes,1128.0
2030,558,2020-12-16,3,3,2,4,No,1191.0
2029,558,2021-12-27,3,3,3,2,No,1191.0
2028,558,2022-12-27,3,4,3,2,No,1191.0
2027,558,2023-12-26,3,4,4,4,No,1191.0
2026,558,2024-12-26,3,3,3,4,No,1191.0
2025,558,2025-12-24,3,3,3,3,No,1191.0
2034,560,2022-12-16,3,3,2,1,No,661.0
2033,560,2023-12-25,4,3,1,1,No,661.0
2032,560,2024-12-23,3,4,1,1,Yes,661.0
2031,560,2025-12-31,4,4,1,1,No,661.0
2039,562,2021-12-20,3,3,2,2,No,1539.0
2038,562,2022-12-20,3,4,2,2,No,1539.0
2037,562,2023-12-12,3,3,2,1,No,1539.0
2036,562,2024-12-14,3,4,2,2,No,1539.0
2035,562,2025-12-20,3,4,3,1,No,1539.0
2045,564,2020-12-16,3,3,3,2,Yes,638.0
2044,564,2021-12-30,3,4,2,3,No,638.0
2043,564,2023-01-01,3,3,3,4,No,638.0
2042,564,2023-12-20,3,4,2,4,No,638.0
2041,564,2024-12-15,3,2,3,2,No,638.0
2040,564,2025-12-31,3,3,2,3,No,638.0
2048,565,2022-10-09,3,1,3,3,No,1655.0
2047,565,2023-10-02,3,3,2,4,No,1655.0
2046,565,2024-10-03,3,2,3,4,No,1655.0
2050,566,2024-06-26,3,4,2,4,Yes,590.0
2049,566,2025-07-07,3,4,1,4,No,590.0
2056,567,2020-12-15,3,2,2,3,No,404.0
2055,567,2021-12-24,3,1,3,3,No,404.0
2054,567,2022-12-12,3,1,2,4,No,404.0
2053,567,2023-12-14,3,1,3,2,Yes,404.0
2052,567,2024-12-22,3,2,3,4,No,404.0
2051,567,2025-12-14,3,1,3,3,No,404.0
2057,568,2025-12-28,3,4,1,2,No,1338.0
2063,569,2020-12-12,3,3,2,3,No,787.0
2062,569,2021-12-30,3,2,1,2,No,787.0
2061,569,2022-12-31,3,4,1,2,No,787.0
2060,569,2023-12-27,3,4,2,2,No,787.0
2059,569,2024-12-29,3,2,2,3,Yes,787.0
2058,569,2025-12-19,3,3,2,3,No,787.0
2069,571,2020-12-19,3,4,4,3,Yes,1539.0
2068,571,2021-12-20,3,4,4,3,No,1539.0
2067,571,2022-12-18,3,4,2,2,No,1539.0
2066,571,2023-12-19,3,4,4,3,No,1539.0
2065,571,2024-12-14,3,4,3,1,No,1539.0
2064,571,2025-12-24,3,4,3,2,No,1539.0
2075,573,2020-12-23,3,1,3,3,No,1372.0
2074,573,2021-12-23,3,2,2,3,Yes,1372.0
2073,573,2022-12-28,3,1,4,3,Yes,1372.0
2072,573,2023-12-23,3,1,4,4,Yes,1372.0
2071,573,2024-12-30,3,1,2,3,No,1372.0
2070,573,2025-12-13,3,1,3,4,No,1372.0
2081,574,2020-12-23,3,4,1,4,No,1005.0
2080,574,2021-12-20,3,4,1,4,No,1005.0
2079,574,2022-12-27,3,4,1,4,No,1005.0
2078,574,2023-12-17,3,4,2,3,No,1005.0
2077,574,2024-12-30,3,4,1,2,No,1005.0
2076,574,2025-12-15,3,4,1,3,No,1005.0
2085,575,2022-12-29,3,4,1,1,No,80.0
2084,575,2023-12-28,3,4,2,1,No,80.0
2083,575,2024-12-22,3,3,1,1,No,80.0
2082,575,2025-12-24,3,3,1,1,No,80.0
2091,577,2020-12-20,3,2,4,2,No,1250.0
2090,577,2021-12-19,3,4,3,4,No,1250.0
2089,577,2022-12-25,3,2,4,2,No,1250.0
2088,577,2023-12-14,3,4,3,3,No,1250.0
2087,577,2024-12-19,3,3,4,2,No,1250.0
2086,577,2025-12-12,3,3,4,3,No,1250.0
2093,578,2024-12-29,3,4,3,2,No,638.0
2092,578,2025-12-25,3,3,3,3,No,638.0
2099,579,2020-12-21,3,3,4,4,No,1422.0
2098,579,2021-12-30,3,3,3,4,No,1422.0
2097,579,2022-12-28,3,4,4,2,No,1422.0
2096,579,2023-12-15,3,3,4,2,No,1422.0
2095,579,2024-12-17,3,3,4,3,No,1422.0
2094,579,2025-12-12,3,3,4,3,No,1422.0
2103,580,2022-12-15,3,3,3,3,No,1138.0
2102,580,2023-12-23,3,4,2,4,No,1138.0
2101,580,2024-12-22,3,4,3,3,No,1138.0
2100,580,2025-12-23,3,4,3,3,Yes,1138.0
2109,581,2020-12-21,4,2,2,4,No,1367.0
2108,581,2021-12-20,3,1,4,4,No,1367.0
2107,581,2022-12-15,4,2,2,4,No,1367.0
2106,581,2024-01-01,3,2,4,4,No,1367.0
2105,581,2024-12-30,4,1,3,4,No,1367.0
2104,581,2025-12-27,4,2,3,4,No,1367.0
2115,582,2019-05-20,3,4,2,4,Yes,1973.0
2114,582,2020-05-06,3,2,1,4,Yes,1973.0
2113,582,2021-05-17,3,2,3,3,No,1973.0
2112,582,2022-05-12,3,2,2,4,Yes,1973.0
2111,582,2023-05-19,3,3,3,3,No,1973.0
2110,582,2024-05-05,3,3,2,4,Yes,1973.0
2120,584,2020-08-11,3,3,1,2,No,901.0
2119,584,2021-08-13,3,4,1,3,No,901.0
2118,584,2022-08-12,3,4,1,3,No,901.0
2117,584,2023-08-13,3,4,1,4,No,901.0
2116,584,2024-08-09,3,4,1,3,No,901.0
2124,585,2022-12-15,3,3,4,3,No,1732.0
2123,585,2023-12-16,3,1,4,2,No,1732.0
2122,585,2024-12-21,3,3,4,4,No,1732.0
2121,585,2025-12-16,3,2,4,3,No,1732.0
2130,586,2020-12-19,3,3,4,3,Yes,431.0
2129,586,2021-12-17,3,4,4,2,No,431.0
2128,586,2022-12-18,3,3,3,3,No,431.0
2127,586,2023-12-19,3,3,4,3,Yes,431.0
2126,586,2024-12-26,3,2,4,4,No,431.0
2125,586,2025-12-13,3,3,4,3,Yes,431.0
2132,587,2023-08-04,3,4,2,3,Yes,431.0
2131,587,2024-08-01,3,3,1,3,No,431.0
2136,590,2021-12-20,3,2,3,3,Yes,698.0
2135,590,2022-12-12,3,1,2,4,No,698.0
2134,590,2023-12-10,3,1,3,3,Yes,698.0
2133,590,2024-12-12,3,1,2,3,Yes,698.0
2139,591,2023-12-18,3,3,3,2,No,1035.0
2138,591,2024-12-22,3,4,3,3,No,1035.0
2137,591,2025-12-18,3,3,2,3,No,1035.0
2145,592,2020-12-18,3,3,1,3,No,1716.0
2144,592,2021-12-25,3,3,3,2,No,1716.0
2143,592,2022-12-20,3,4,2,1,No,1716.0
2142,592,2023-12-25,3,4,3,3,No,1716.0
2141,592,2024-12-29,3,3,3,3,No,1716.0
2140,592,2025-12-16,3,4,2,2,No,1716.0
2148,593,2022-07-01,3,3,4,2,No,468.0
2147,593,2023-07-05,3,3,2,3,Yes,468.0
2146,593,2024-07-06,3,3,3,3,No,468.0
2154,595,2020-12-23,3,4,2,3,No,986.0
2153,595,2021-12-30,3,4,2,2,No,986.0
2152,595,2022-12-30,3,4,2,3,No,986.0
2151,595,2023-12-21,3,4,3,4,No,986.0
2150,595,2024-12-27,3,3,2,4,No,986.0
2149,595,2025-12-27,3,4,2,3,No,986.0
2160,597,2020-12-24,3,3,1,3,Yes,374.0
2159,597,2021-12-31,3,3,1,3,No,374.0
2158,597,2022-12-25,4,1,1,3,Yes,374.0
2157,597,2023-12-25,4,1,2,2,No,374.0
2156,597,2024-12-31,3,1,1,3,Yes,374.0
2155,597,2025-12-24,4,2,1,3,No,374.0
2166,599,2020-12-11,3,4,4,3,Yes,2056.0
2165,599,2021-12-11,3,3,3,3,No,2056.0
2164,599,2022-12-31,3,4,4,4,No,2056.0
2163,599,2023-12-21,3,4,3,3,Yes,2056.0
2162,599,2024-12-31,3,4,4,4,No,2056.0
2161,599,2025-12-17,3,4,4,3,No,2056.0
2172,600,2020-12-15,3,2,2,2,No,1070.0
2171,600,2021-12-15,3,2,2,2,No,1070.0
2170,600,2022-12-28,3,2,2,3,No,1070.0
2169,600,2023-12-14,3,2,3,4,No,1070.0
2168,600,2024-12-19,3,2,3,4,No,1070.0
2167,600,2025-12-27,3,3,2,3,No,1070.0
2178,601,2020-12-30,3,4,1,3,No,1775.0
2177,601,2021-12-22,3,4,2,3,Yes,1775.0
2176,601,2022-12-25,3,3,1,2,No,1775.0
2175,601,2023-12-13,3,2,2,3,Yes,1775.0
2174,601,2024-12-16,3,4,3,4,No,1775.0
2173,601,2025-12-18,3,3,2,3,No,1775.0
2184,602,2020-12-29,3,2,3,2,Yes,1128.0
2183,602,2021-12-13,3,4,4,2,No,1128.0
2182,602,2022-12-23,3,2,3,4,No,1128.0
2181,602,2023-12-18,3,3,4,2,No,1128.0
2180,602,2024-12-16,3,2,4,2,No,1128.0
2179,602,2025-12-15,3,3,3,3,No,1128.0
2190,604,2020-12-13,3,4,1,3,Yes,1319.0
2189,604,2021-12-18,3,3,2,4,No,1319.0
2188,604,2022-12-16,3,4,2,4,No,1319.0
2187,604,2023-12-31,3,4,1,3,Yes,1319.0
2186,604,2024-12-11,3,4,1,4,No,1319.0
2185,604,2025-12-13,3,4,2,4,Yes,1319.0
2196,605,2020-12-29,3,1,4,2,Yes,1401.0
2195,605,2021-12-24,4,2,4,3,Yes,1401.0
2194,605,2022-12-13,4,1,3,3,Yes,1401.0
2193,605,2023-12-31,3,1,3,2,Yes,1401.0
2192,605,2024-12-23,4,1,4,2,Yes,1401.0
2191,605,2025-12-26,4,1,4,2,Yes,1401.0
2202,606,2020-12-18,3,3,4,4,No,1975.0
2201,606,2021-12-22,3,3,4,3,No,1975.0
2200,606,2022-12-24,3,3,4,4,Yes,1975.0
2199,606,2023-12-29,3,3,4,4,No,1975.0
2198,606,2024-12-30,3,3,4,4,No,1975.0
2197,606,2025-12-11,3,2,4,4,No,1975.0
2208,608,2020-01-03,3,4,2,3,Yes,590.0
2207,608,2020-12-30,3,4,2,1,No,590.0
2206,608,2022-01-16,3,3,1,2,No,590.0
2205,608,2023-01-18,3,2,3,1,No,590.0
2204,608,2023-12-31,3,3,1,2,No,590.0
2203,608,2025-01-12,3,3,2,2,Yes,590.0
2212,611,2022-12-31,3,4,4,4,No,1360.0
2211,611,2023-12-26,3,4,4,3,No,1360.0
2210,611,2024-12-30,3,4,4,4,No,1360.0
2209,611,2025-12-27,3,4,4,4,No,1360.0
2218,612,2020-12-14,3,2,1,2,No,141.0
2217,612,2021-12-15,3,2,1,3,No,141.0
2216,612,2022-12-28,3,3,1,3,No,141.0
2215,612,2023-12-12,3,3,2,3,No,141.0
2214,612,2024-12-22,3,3,1,3,No,141.0
2213,612,2025-12-21,3,3,1,3,No,141.0
2224,613,2020-12-26,4,4,4,2,No,1973.0
2223,613,2021-12-22,3,4,3,1,Yes,1973.0
2222,613,2022-12-21,4,4,2,2,Yes,1973.0
2221,613,2023-12-27,3,3,4,1,No,1973.0
2220,613,2024-12-28,4,3,4,1,No,1973.0
2219,613,2025-12-22,4,4,3,2,No,1973.0
2225,614,2025-11-03,3,2,2,3,Yes,302.0
2227,615,2024-12-24,3,2,3,3,Yes,1716.0
2226,615,2025-12-26,3,1,3,3,No,1716.0
2233,616,2020-12-29,3,2,1,4,No,372.0
2232,616,2021-12-23,3,3,1,3,Yes,372.0
2231,616,2022-12-17,3,2,1,4,Yes,372.0
2230,616,2023-12-23,3,2,1,2,Yes,372.0
2229,616,2024-12-18,3,4,1,4,Yes,372.0
2228,616,2025-12-21,3,3,1,3,Yes,372.0
2234,618,2025-12-20,3,3,1,3,No,2055.0
2240,620,2020-12-23,3,2,2,2,No,1070.0
2239,620,2021-12-23,3,4,1,3,No,1070.0
2238,620,2022-12-25,3,4,2,3,No,1070.0
2237,620,2023-12-27,3,3,1,2,No,1070.0
2236,620,2024-12-12,3,2,1,2,No,1070.0
2235,620,2025-12-13,3,3,1,3,No,1070.0
2246,621,2020-12-18,3,3,3,2,No,862.0
2245,621,2021-12-26,3,4,3,2,No,862.0
2244,621,2022-12-25,3,4,3,4,No,862.0
2243,621,2023-12-29,3,4,3,2,No,862.0
2242,621,2024-12-17,3,3,4,3,No,862.0
2241,621,2025-12-28,3,4,4,3,No,862.0
2248,622,2023-07-02,3,3,2,1,Yes,661.0
2247,622,2024-06-28,3,4,3,1,Yes,661.0
2254,623,2020-12-22,3,3,3,4,No,1367.0
2253,623,2021-12-17,3,4,1,4,No,1367.0
2252,623,2022-12-13,3,4,3,4,No,1367.0
2251,623,2023-12-31,3,3,3,4,No,1367.0
2250,623,2024-12-28,3,4,2,4,No,1367.0
2249,623,2025-12-21,3,4,2,4,No,1367.0
2257,624,2023-12-13,3,4,1,2,Yes,1606.0
2256,624,2024-12-23,3,2,1,1,No,1606.0
2255,624,2025-12-28,3,3,1,2,No,1606.0
2263,625,2020-12-27,3,2,1,2,No,1336.0
2262,625,2021-12-15,3,1,3,4,No,1336.0
2261,625,2022-12-24,3,1,2,2,No,1336.0
2260,625,2023-12-17,3,1,1,2,Yes,1336.0
2259,625,2024-12-24,3,2,2,2,No,1336.0
2258,625,2025-12-21,3,1,2,3,No,1336.0
2269,626,2020-12-14,3,1,1,4,No,1716.0
2268,626,2021-12-25,3,3,1,4,No,1716.0
2267,626,2022-12-16,3,1,1,3,No,1716.0
2266,626,2023-12-12,3,3,1,2,No,1716.0
2265,626,2024-12-16,3,1,1,4,No,1716.0
2264,626,2025-12-23,3,2,1,3,No,1716.0
2275,630,2020-12-30,3,1,3,4,No,638.0
2274,630,2021-12-16,3,2,4,2,No,638.0
2273,630,2022-12-14,3,1,4,4,Yes,638.0
2272,630,2023-12-25,3,1,3,2,No,638.0
2271,630,2024-12-11,3,1,4,4,No,638.0
2270,630,2025-12-21,3,1,4,3,Yes,638.0
2280,631,2021-04-14,3,2,4,4,No,1050.0
2279,631,2022-04-11,3,3,4,4,No,1050.0
2278,631,2023-04-13,3,2,4,2,No,1050.0
2277,631,2024-04-16,3,2,4,2,No,1050.0
2276,631,2025-04-15,3,3,4,3,No,1050.0
2283,632,2023-12-13,3,3,4,3,No,1869.0
2282,632,2024-12-23,3,4,4,4,No,1869.0
2281,632,2025-12-28,3,4,4,3,No,1869.0
2285,634,2024-12-16,3,3,3,2,No,119.0
2284,634,2025-12-18,3,3,3,3,No,119.0
2291,635,2020-12-28,3,3,3,1,No,601.0
2290,635,2021-12-16,3,1,2,3,No,601.0
2289,635,2022-12-23,3,3,3,2,No,601.0
2288,635,2023-12-12,3,2,3,1,No,601.0
2287,635,2024-12-28,3,3,2,3,Yes,601.0
2286,635,2025-12-27,3,2,2,2,No,601.0
2297,638,2020-12-24,3,4,4,4,No,1423.0
2296,638,2021-12-31,3,3,3,4,Yes,1423.0
2295,638,2022-12-29,3,2,3,2,Yes,1423.0
2294,638,2023-12-19,3,4,3,3,No,1423.0
2293,638,2024-12-18,3,2,4,4,Yes,1423.0
2292,638,2025-12-20,3,3,4,3,Yes,1423.0
2303,639,2020-12-12,3,4,3,4,No,1666.0
2302,639,2021-12-16,3,3,3,4,Yes,1666.0
2301,639,2022-12-25,3,4,3,4,Yes,1666.0
2300,639,2024-01-01,3,4,1,3,Yes,1666.0
2299,639,2024-12-13,3,4,2,3,No,1666.0
2298,639,2025-12-11,3,4,2,3,Yes,1666.0
2309,641,2020-12-29,4,2,2,4,No,2055.0
2308,641,2021-12-22,4,1,2,4,No,2055.0
2307,641,2022-12-18,3,2,2,3,Yes,2055.0
2306,641,2023-12-23,4,2,1,4,No,2055.0
2305,641,2024-12-26,4,1,1,3,No,2055.0
2304,641,2025-12-12,4,2,1,4,No,2055.0
2311,643,2024-12-28,4,1,4,4,Yes,1666.0
2310,643,2025-12-25,4,2,4,3,No,1666.0
2317,644,2020-12-23,3,3,1,2,No,140.0
2316,644,2021-12-16,3,3,1,2,No,140.0
2315,644,2022-12-24,3,3,1,4,No,140.0
2314,644,2023-12-30,3,2,1,2,No,140.0
2313,644,2024-12-30,3,2,1,3,No,140.0
2312,644,2025-12-24,3,2,1,3,No,140.0
2323,645,2020-12-25,3,2,1,3,No,1732.0
2322,645,2021-12-20,3,2,1,2,No,1732.0
2321,645,2022-12-22,3,3,2,4,No,1732.0
2320,645,2023-12-26,3,4,3,3,No,1732.0
2319,645,2024-12-22,3,3,1,4,Yes,1732.0
2318,645,2025-12-25,3,3,2,3,No,1732.0
2329,647,2020-03-19,3,3,1,3,Yes,1666.0
2328,647,2021-03-17,3,2,1,2,No,1666.0
2327,647,2022-03-28,3,3,2,3,Yes,1666.0
2326,647,2023-03-16,3,4,1,4,Yes,1666.0
2325,647,2024-03-15,3,3,2,4,Yes,1666.0
2324,647,2025-03-19,3,3,1,3,Yes,1666.0
2331,648,2023-04-01,3,1,1,3,No,1732.0
2330,648,2024-04-05,3,1,2,4,No,1732.0
2337,649,2020-12-29,3,4,2,4,Yes,386.0
2336,649,2021-12-27,3,4,2,2,No,386.0
2335,649,2022-12-23,3,4,2,4,Yes,386.0
2334,649,2023-12-18,3,3,3,3,Yes,386.0
2333,649,2024-12-12,3,3,2,2,No,386.0
2332,649,2025-12-15,3,4,2,3,Yes,386.0
2341,650,2022-01-12,3,1,3,1,No,1319.0
2340,650,2023-01-17,3,1,1,1,No,1319.0
2339,650,2024-01-11,3,1,3,2,No,1319.0
2338,650,2025-01-07,3,1,2,1,No,1319.0
2345,652,2022-12-24,3,4,2,2,Yes,1069.0
2344,652,2023-12-25,3,3,1,2,No,1069.0
2343,652,2024-12-31,3,3,1,4,No,1069.0
2342,652,2025-12-15,3,4,1,3,No,1069.0
2351,653,2020-12-19,3,3,2,3,No,1319.0
2350,653,2021-12-27,3,4,1,4,No,1319.0
2349,653,2022-12-23,4,4,1,4,No,1319.0
2348,653,2023-12-17,3,3,1,3,No,1319.0
2347,653,2024-12-19,3,3,2,4,No,1319.0
2346,653,2025-12-24,4,4,1,4,No,1319.0
2357,655,2020-12-14,3,3,1,1,Yes,1523.0
2356,655,2021-12-22,3,3,1,3,No,1523.0
2355,655,2022-12-14,3,4,1,1,No,1523.0
2354,655,2023-12-24,3,3,1,2,No,1523.0
2353,655,2024-12-22,3,2,1,1,No,1523.0
2352,655,2025-12-19,3,3,1,2,No,1523.0
2361,656,2022-12-27,3,3,3,1,Yes,81.0
2360,656,2023-12-30,3,4,4,3,No,81.0
2359,656,2024-12-28,3,2,3,2,Yes,81.0
2358,656,2025-12-11,3,3,4,2,Yes,81.0
2363,657,2024-12-11,3,2,4,4,No,612.0
2362,657,2025-12-12,3,2,4,4,No,612.0
2369,659,2020-12-11,3,4,2,4,No,372.0
2368,659,2021-12-23,3,3,3,3,Yes,372.0
2367,659,2022-12-24,3,4,4,3,No,372.0
2366,659,2023-12-23,3,3,4,3,No,372.0
2365,659,2024-12-24,3,3,2,2,No,372.0
2364,659,2025-12-19,3,4,3,3,No,372.0
2371,661,2024-12-12,3,4,1,2,Yes,141.0
2370,661,2025-12-17,3,4,2,2,Yes,141.0
2372,662,2025-12-23,3,1,3,2,No,1128.0
2378,663,2020-12-20,3,3,3,3,No,1941.0
2377,663,2021-12-14,3,4,4,2,No,1941.0
2376,663,2022-12-18,3,2,4,2,Yes,1941.0
2375,663,2023-12-28,3,2,4,3,No,1941.0
2374,663,2024-12-22,3,4,4,2,Yes,1941.0
2373,663,2025-12-26,3,3,4,3,Yes,1941.0
2382,664,2023-01-01,3,2,4,2,Yes,787.0
2381,664,2023-12-20,3,2,4,1,No,787.0
2380,664,2024-12-12,3,1,3,2,No,787.0
2379,664,2025-12-24,3,1,4,1,No,787.0
2385,665,2023-12-18,3,3,2,4,No,1744.0
2384,665,2024-12-26,3,3,2,3,No,1744.0
2383,665,2025-12-20,3,3,1,4,No,1744.0
2391,666,2020-12-30,3,4,4,2,No,580.0
2390,666,2021-12-11,3,2,3,2,Yes,580.0
2389,666,2022-12-14,3,4,2,3,Yes,580.0
2388,666,2023-12-30,3,4,2,4,Yes,580.0
2387,666,2024-12-24,3,2,2,4,Yes,580.0
2386,666,2025-12-15,3,3,3,3,Yes,580.0
